phi4:14b,0,0,0,0.44,0,0.70
phi4:14b,0,0,1,0.44,0,0.90
phi4:14b,0,0,2,0.44,0,0.34
phi4:14b,0,0,3,0.44,0,3.39
phi4:14b,0,0,4,0.44,0,12.06
phi4:14b,0,0,5,0.44,0,0.85
phi4:14b,0,0,6,0.44,0,0.68
phi4:14b,0,0,0,0.44,2,0.50
phi4:14b,0,0,1,0.44,2,1.03
phi4:14b,0,0,2,0.44,2,0.21
phi4:14b,0,0,3,0.44,2,3.45
phi4:14b,0,0,4,0.44,2,8.39
phi4:14b,0,0,5,0.44,2,0.52
phi4:14b,0,0,6,0.44,2,0.21
phi4:14b,0,0,0,0.44,4,1.65
phi4:14b,0,0,1,0.44,4,1.00
phi4:14b,0,0,2,0.44,4,2.40
phi4:14b,0,0,3,0.44,4,4.88
phi4:14b,0,0,4,0.44,4,7.47
phi4:14b,0,0,5,0.44,4,2.62
phi4:14b,0,0,6,0.44,4,1.34
phi4:14b,0,0,0,0.44,6,3.84
phi4:14b,0,0,1,0.44,6,1.98
phi4:14b,0,0,2,0.44,6,1.68
phi4:14b,0,0,3,0.44,6,11.30
phi4:14b,0,0,4,0.44,6,10.76
phi4:14b,0,0,5,0.44,6,4.27
phi4:14b,0,0,6,0.44,6,2.95
phi4:14b,0,0,0,0.44,8,2.33
phi4:14b,0,0,1,0.44,8,1.60
phi4:14b,0,0,2,0.44,8,2.22
phi4:14b,0,0,3,0.44,8,12.06
phi4:14b,0,0,4,0.44,8,12.92
phi4:14b,0,0,5,0.44,8,4.21
phi4:14b,0,0,6,0.44,8,2.29
phi4:14b,0,0,0,0.44,10,2.22
phi4:14b,0,0,1,0.44,10,3.67
phi4:14b,0,0,2,0.44,10,4.08
phi4:14b,0,0,3,0.44,10,11.39
phi4:14b,0,0,4,0.44,10,12.17
phi4:14b,0,0,5,0.44,10,2.30
phi4:14b,0,0,6,0.44,10,2.92
phi4:14b,0,0,0,0.44,12,12.07
phi4:14b,0,0,1,0.44,12,8.09
phi4:14b,0,0,2,0.44,12,7.07
phi4:14b,0,0,3,0.44,12,13.57
phi4:14b,0,0,4,0.44,12,15.61
phi4:14b,0,0,5,0.44,12,8.63
phi4:14b,0,0,6,0.44,12,9.85
phi4:14b,0,1,0,-0.18,0,0.41
phi4:14b,0,1,1,-0.18,0,2.04
phi4:14b,0,1,2,-0.18,0,0.51
phi4:14b,0,1,3,-0.18,0,1.50
phi4:14b,0,1,4,-0.18,0,7.18
phi4:14b,0,1,5,-0.18,0,0.40
phi4:14b,0,1,6,-0.18,0,-0.41
phi4:14b,0,1,0,-0.18,2,2.23
phi4:14b,0,1,1,-0.18,2,0.73
phi4:14b,0,1,2,-0.18,2,1.99
phi4:14b,0,1,3,-0.18,2,4.88
phi4:14b,0,1,4,-0.18,2,7.10
phi4:14b,0,1,5,-0.18,2,1.01
phi4:14b,0,1,6,-0.18,2,2.09
phi4:14b,0,1,0,-0.18,4,2.92
phi4:14b,0,1,1,-0.18,4,3.10
phi4:14b,0,1,2,-0.18,4,2.41
phi4:14b,0,1,3,-0.18,4,3.42
phi4:14b,0,1,4,-0.18,4,7.73
phi4:14b,0,1,5,-0.18,4,3.51
phi4:14b,0,1,6,-0.18,4,1.36
phi4:14b,0,1,0,-0.18,6,2.70
phi4:14b,0,1,1,-0.18,6,3.74
phi4:14b,0,1,2,-0.18,6,1.95
phi4:14b,0,1,3,-0.18,6,5.40
phi4:14b,0,1,4,-0.18,6,10.53
phi4:14b,0,1,5,-0.18,6,3.92
phi4:14b,0,1,6,-0.18,6,1.93
phi4:14b,0,1,0,-0.18,8,3.27
phi4:14b,0,1,1,-0.18,8,2.89
phi4:14b,0,1,2,-0.18,8,3.60
phi4:14b,0,1,3,-0.18,8,5.98
phi4:14b,0,1,4,-0.18,8,11.15
phi4:14b,0,1,5,-0.18,8,3.84
phi4:14b,0,1,6,-0.18,8,1.73
phi4:14b,0,1,0,-0.18,10,4.11
phi4:14b,0,1,1,-0.18,10,5.06
phi4:14b,0,1,2,-0.18,10,4.81
phi4:14b,0,1,3,-0.18,10,6.67
phi4:14b,0,1,4,-0.18,10,11.41
phi4:14b,0,1,5,-0.18,10,5.64
phi4:14b,0,1,6,-0.18,10,4.45
phi4:14b,0,1,0,-0.18,12,7.84
phi4:14b,0,1,1,-0.18,12,9.67
phi4:14b,0,1,2,-0.18,12,8.57
phi4:14b,0,1,3,-0.18,12,10.08
phi4:14b,0,1,4,-0.18,12,9.87
phi4:14b,0,1,5,-0.18,12,7.36
phi4:14b,0,1,6,-0.18,12,7.65
phi4:14b,0,2,0,0.33,0,3.01
phi4:14b,0,2,1,0.33,0,2.96
phi4:14b,0,2,2,0.33,0,1.92
phi4:14b,0,2,3,0.33,0,7.50
phi4:14b,0,2,4,0.33,0,9.51
phi4:14b,0,2,5,0.33,0,1.62
phi4:14b,0,2,6,0.33,0,2.37
phi4:14b,0,2,0,0.33,2,2.69
phi4:14b,0,2,1,0.33,2,3.31
phi4:14b,0,2,2,0.33,2,1.22
phi4:14b,0,2,3,0.33,2,4.80
phi4:14b,0,2,4,0.33,2,10.15
phi4:14b,0,2,5,0.33,2,2.00
phi4:14b,0,2,6,0.33,2,2.02
phi4:14b,0,2,0,0.33,4,4.93
phi4:14b,0,2,1,0.33,4,3.89
phi4:14b,0,2,2,0.33,4,2.16
phi4:14b,0,2,3,0.33,4,6.64
phi4:14b,0,2,4,0.33,4,10.62
phi4:14b,0,2,5,0.33,4,4.55
phi4:14b,0,2,6,0.33,4,4.69
phi4:14b,0,2,0,0.33,6,3.32
phi4:14b,0,2,1,0.33,6,5.00
phi4:14b,0,2,2,0.33,6,2.87
phi4:14b,0,2,3,0.33,6,13.09
phi4:14b,0,2,4,0.33,6,10.54
phi4:14b,0,2,5,0.33,6,3.83
phi4:14b,0,2,6,0.33,6,3.93
phi4:14b,0,2,0,0.33,8,4.79
phi4:14b,0,2,1,0.33,8,4.99
phi4:14b,0,2,2,0.33,8,3.84
phi4:14b,0,2,3,0.33,8,7.55
phi4:14b,0,2,4,0.33,8,11.20
phi4:14b,0,2,5,0.33,8,6.10
phi4:14b,0,2,6,0.33,8,5.15
phi4:14b,0,2,0,0.33,10,6.15
phi4:14b,0,2,1,0.33,10,6.55
phi4:14b,0,2,2,0.33,10,2.88
phi4:14b,0,2,3,0.33,10,10.30
phi4:14b,0,2,4,0.33,10,12.07
phi4:14b,0,2,5,0.33,10,4.89
phi4:14b,0,2,6,0.33,10,5.40
phi4:14b,0,2,0,0.33,12,14.26
phi4:14b,0,2,1,0.33,12,15.86
phi4:14b,0,2,2,0.33,12,12.03
phi4:14b,0,2,3,0.33,12,15.40
phi4:14b,0,2,4,0.33,12,14.67
phi4:14b,0,2,5,0.33,12,13.76
phi4:14b,0,2,6,0.33,12,11.09
phi4:14b,2,0,0,1.99,0,4.13
phi4:14b,2,0,1,1.99,0,3.67
phi4:14b,2,0,2,1.99,0,3.74
phi4:14b,2,0,3,1.99,0,3.59
phi4:14b,2,0,4,1.99,0,9.44
phi4:14b,2,0,5,1.99,0,2.24
phi4:14b,2,0,6,1.99,0,3.36
phi4:14b,2,0,0,1.99,2,5.16
phi4:14b,2,0,1,1.99,2,5.02
phi4:14b,2,0,2,1.99,2,3.65
