gemma4:e4b,0,0,0,0.44,0,-0.53,1.754
gemma4:e4b,0,0,1,0.44,0,-0.02,8.327
gemma4:e4b,0,0,2,0.44,0,-0.53,6.159
gemma4:e4b,0,0,3,0.44,0,3.99,6.264
gemma4:e4b,0,0,4,0.44,0,4.35,7.348
gemma4:e4b,0,0,5,0.44,0,-0.57,7.840
gemma4:e4b,0,0,6,0.44,0,-0.22,8.945
gemma4:e4b,0,0,0,0.44,2,0.45,7.472
gemma4:e4b,0,0,1,0.44,2,0.38,1.749
gemma4:e4b,0,0,2,0.44,2,0.10,5.611
gemma4:e4b,0,0,3,0.44,2,7.59,4.339
gemma4:e4b,0,0,4,0.44,2,7.94,8.895
gemma4:e4b,0,0,5,0.44,2,1.21,4.353
gemma4:e4b,0,0,6,0.44,2,0.62,9.349
gemma4:e4b,0,0,0,0.44,4,1.75,3.383
gemma4:e4b,0,0,1,0.44,4,1.29,4.223
gemma4:e4b,0,0,2,0.44,4,1.22,9.175
gemma4:e4b,0,0,3,0.44,4,3.31,5.618
gemma4:e4b,0,0,4,0.44,4,8.35,6.586
gemma4:e4b,0,0,5,0.44,4,1.59,8.996
gemma4:e4b,0,0,6,0.44,4,0.56,9.959
gemma4:e4b,0,0,0,0.44,6,1.47,1.930
gemma4:e4b,0,0,1,0.44,6,1.77,3.694
gemma4:e4b,0,0,2,0.44,6,0.38,4.317
gemma4:e4b,0,0,3,0.44,6,3.64,5.824
gemma4:e4b,0,0,4,0.44,6,12.16,8.073
gemma4:e4b,0,0,5,0.44,6,4.64,8.637
gemma4:e4b,0,0,6,0.44,6,3.54,9.231
gemma4:e4b,0,0,0,0.44,8,9.50,8.672
gemma4:e4b,0,0,1,0.44,8,3.56,9.743
gemma4:e4b,0,0,2,0.44,8,3.22,4.533
gemma4:e4b,0,0,3,0.44,8,15.10,5.273
gemma4:e4b,0,0,4,0.44,8,8.96,11.093
gemma4:e4b,0,0,5,0.44,8,6.76,10.025
gemma4:e4b,0,0,6,0.44,8,5.88,9.758
gemma4:e4b,0,0,0,0.44,10,9.54,9.128
gemma4:e4b,0,0,1,0.44,10,7.21,9.178
gemma4:e4b,0,0,2,0.44,10,7.61,5.296
gemma4:e4b,0,0,3,0.44,10,15.62,4.943
gemma4:e4b,0,0,4,0.44,10,13.17,6.870
gemma4:e4b,0,0,5,0.44,10,13.68,8.931
gemma4:e4b,0,0,6,0.44,10,9.25,9.733
gemma4:e4b,0,0,0,0.44,12,11.99,7.768
gemma4:e4b,0,0,1,0.44,12,9.74,3.897
gemma4:e4b,0,0,2,0.44,12,8.85,5.377
gemma4:e4b,0,0,3,0.44,12,14.97,5.902
gemma4:e4b,0,0,4,0.44,12,16.36,6.116
gemma4:e4b,0,0,5,0.44,12,12.53,8.315
gemma4:e4b,0,0,6,0.44,12,13.50,7.999
gemma4:e4b,0,1,0,-0.18,0,-0.69,8.450
gemma4:e4b,0,1,1,-0.18,0,-0.62,9.604
gemma4:e4b,0,1,2,-0.18,0,-0.67,9.272
gemma4:e4b,0,1,3,-0.18,0,6.95,1.138
gemma4:e4b,0,1,4,-0.18,0,6.72,7.139
gemma4:e4b,0,1,5,-0.18,0,-0.63,10.418
gemma4:e4b,0,1,6,-0.18,0,-1.35,10.073
gemma4:e4b,0,1,0,-0.18,2,1.55,9.667
gemma4:e4b,0,1,1,-0.18,2,0.67,9.507
gemma4:e4b,0,1,2,-0.18,2,0.53,8.666
gemma4:e4b,0,1,3,-0.18,2,1.96,5.756
gemma4:e4b,0,1,4,-0.18,2,8.74,6.282
gemma4:e4b,0,1,5,-0.18,2,0.88,9.133
gemma4:e4b,0,1,6,-0.18,2,0.50,11.538
gemma4:e4b,0,1,0,-0.18,4,2.45,9.997
gemma4:e4b,0,1,1,-0.18,4,2.06,8.542
gemma4:e4b,0,1,2,-0.18,4,1.06,4.455
gemma4:e4b,0,1,3,-0.18,4,9.69,4.672
gemma4:e4b,0,1,4,-0.18,4,10.36,11.752
gemma4:e4b,0,1,5,-0.18,4,1.67,8.965
gemma4:e4b,0,1,6,-0.18,4,0.93,4.494
gemma4:e4b,0,1,0,-0.18,6,4.25,9.487
gemma4:e4b,0,1,1,-0.18,6,2.38,9.628
gemma4:e4b,0,1,2,-0.18,6,1.84,4.003
gemma4:e4b,0,1,3,-0.18,6,2.98,6.188
gemma4:e4b,0,1,4,-0.18,6,14.55,4.302
gemma4:e4b,0,1,5,-0.18,6,3.89,9.478
gemma4:e4b,0,1,6,-0.18,6,2.25,8.948
gemma4:e4b,0,1,0,-0.18,8,6.94,10.471
gemma4:e4b,0,1,1,-0.18,8,4.97,11.060
gemma4:e4b,0,1,2,-0.18,8,4.26,4.827
gemma4:e4b,0,1,3,-0.18,8,12.15,5.525
gemma4:e4b,0,1,4,-0.18,8,9.98,8.203
gemma4:e4b,0,1,5,-0.18,8,5.64,10.738
gemma4:e4b,0,1,6,-0.18,8,5.43,11.612
gemma4:e4b,0,1,0,-0.18,10,7.28,7.906
gemma4:e4b,0,1,1,-0.18,10,7.66,9.413
gemma4:e4b,0,1,2,-0.18,10,8.43,4.811
gemma4:e4b,0,1,3,-0.18,10,12.14,4.688
gemma4:e4b,0,1,4,-0.18,10,14.84,8.539
gemma4:e4b,0,1,5,-0.18,10,7.23,11.214
gemma4:e4b,0,1,6,-0.18,10,8.73,12.513
gemma4:e4b,0,1,0,-0.18,12,9.33,8.503
gemma4:e4b,0,1,1,-0.18,12,9.77,9.901
gemma4:e4b,0,1,2,-0.18,12,11.26,10.144
gemma4:e4b,0,1,3,-0.18,12,3.65,7.194
gemma4:e4b,0,1,4,-0.18,12,13.16,9.796
gemma4:e4b,0,1,5,-0.18,12,8.72,10.379
gemma4:e4b,0,1,6,-0.18,12,10.96,11.543
gemma4:e4b,0,2,0,0.33,0,-0.16,3.381
gemma4:e4b,0,2,1,0.33,0,0.55,1.903
gemma4:e4b,0,2,2,0.33,0,-0.39,8.601
gemma4:e4b,0,2,3,0.33,0,2.28,5.839
gemma4:e4b,0,2,4,0.33,0,7.89,7.918
gemma4:e4b,0,2,5,0.33,0,-0.18,7.656
gemma4:e4b,0,2,6,0.33,0,-1.12,9.239
gemma4:e4b,0,2,0,0.33,2,0.97,2.010
gemma4:e4b,0,2,1,0.33,2,1.35,7.853
gemma4:e4b,0,2,2,0.33,2,0.80,5.765
gemma4:e4b,0,2,3,0.33,2,3.11,5.761
gemma4:e4b,0,2,4,0.33,2,7.69,8.810
gemma4:e4b,0,2,5,0.33,2,1.23,8.268
gemma4:e4b,0,2,6,0.33,2,0.58,6.790
gemma4:e4b,0,2,0,0.33,4,3.16,7.094
gemma4:e4b,0,2,1,0.33,4,2.05,4.909
gemma4:e4b,0,2,2,0.33,4,3.30,3.816
gemma4:e4b,0,2,3,0.33,4,2.78,5.441
gemma4:e4b,0,2,4,0.33,4,10.92,7.549
gemma4:e4b,0,2,5,0.33,4,2.89,8.885
gemma4:e4b,0,2,6,0.33,4,2.42,9.334
gemma4:e4b,0,2,0,0.33,6,6.92,8.362
gemma4:e4b,0,2,1,0.33,6,3.24,7.501
gemma4:e4b,0,2,2,0.33,6,4.28,6.247
gemma4:e4b,0,2,3,0.33,6,2.91,5.432
gemma4:e4b,0,2,4,0.33,6,12.08,5.533
gemma4:e4b,0,2,5,0.33,6,3.86,8.250
gemma4:e4b,0,2,6,0.33,6,5.88,10.316
gemma4:e4b,0,2,0,0.33,8,8.62,7.431
gemma4:e4b,0,2,1,0.33,8,5.90,5.021
gemma4:e4b,0,2,2,0.33,8,6.26,4.845
gemma4:e4b,0,2,3,0.33,8,12.96,5.850
gemma4:e4b,0,2,4,0.33,8,12.30,8.110
gemma4:e4b,0,2,5,0.33,8,7.91,7.832
gemma4:e4b,0,2,6,0.33,8,8.33,9.063
gemma4:e4b,0,2,0,0.33,10,10.61,3.448
gemma4:e4b,0,2,1,0.33,10,8.41,7.119
gemma4:e4b,0,2,2,0.33,10,10.11,9.129
gemma4:e4b,0,2,3,0.33,10,2.60,5.012
gemma4:e4b,0,2,4,0.33,10,11.58,11.028
gemma4:e4b,0,2,5,0.33,10,10.82,4.815
gemma4:e4b,0,2,6,0.33,10,12.40,9.668
gemma4:e4b,0,2,0,0.33,12,13.85,3.260
gemma4:e4b,0,2,1,0.33,12,11.80,7.693
gemma4:e4b,0,2,2,0.33,12,13.31,7.989
gemma4:e4b,0,2,3,0.33,12,14.10,5.747
gemma4:e4b,0,2,4,0.33,12,10.70,9.628
gemma4:e4b,0,2,5,0.33,12,15.73,9.549
gemma4:e4b,0,2,6,0.33,12,13.71,8.576
gemma4:e4b,2,0,0,1.99,0,1.06,7.729
gemma4:e4b,2,0,1,1.99,0,0.82,3.574
gemma4:e4b,2,0,2,1.99,0,0.30,8.603
gemma4:e4b,2,0,3,1.99,0,7.19,3.115
gemma4:e4b,2,0,4,1.99,0,9.59,6.898
gemma4:e4b,2,0,5,1.99,0,0.39,3.653
gemma4:e4b,2,0,6,1.99,0,1.37,4.228
gemma4:e4b,2,0,0,1.99,2,2.12,4.023
gemma4:e4b,2,0,1,1.99,2,2.29,8.834
gemma4:e4b,2,0,2,1.99,2,1.92,8.930
gemma4:e4b,2,0,3,1.99,2,4.32,5.496
gemma4:e4b,2,0,4,1.99,2,7.38,7.664
gemma4:e4b,2,0,5,1.99,2,2.30,9.172
